"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Salt, sulphur, cement, lime, stone, & plaster",525,"Magnesium Carbonate",52519,"Mineral Products",5,114040011,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Gypsum",52520,"Mineral Products",5,78842941,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Limestone",52521,"Mineral Products",5,20913213,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Quicklime",52522,"Mineral Products",5,23940269,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Cement",52523,"Mineral Products",5,605827730,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Asbestos",52524,"Mineral Products",5,5068643,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Mica",52525,"Mineral Products",5,12525443,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Soapstone",52526,"Mineral Products",5,15073084,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Natural cryolite, natural chiolite",52527,"Mineral Products",5,1063503,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Borax",52528,"Mineral Products",5,33163440,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Feldspar",52529,"Mineral Products",5,103423706,1995
"Salt, sulphur, cement, lime, stone, & plaster",525,"Other Mineral",52530,"Mineral Products",5,97717122,1995
"Ores, slag and ash",526,"Iron Ore",52601,"Mineral Products",5,457322919,1995
"Ores, slag and ash",526,"Manganese Ore",52602,"Mineral Products",5,38213721,1995
"Ores, slag and ash",526,"Copper Ore",52603,"Mineral Products",5,135202954,1995
"Ores, slag and ash",526,"Nickel Ore",52604,"Mineral Products",5,21136478,1995
"Ores, slag and ash",526,"Cobalt Ore",52605,"Mineral Products",5,2444453,1995
"Ores, slag and ash",526,"Aluminium Ore",52606,"Mineral Products",5,371602869,1995
"Ores, slag and ash",526,"Lead Ore",52607,"Mineral Products",5,10309673,1995
"Ores, slag and ash",526,"Zinc Ore",52608,"Mineral Products",5,30468153,1995
